date,pool,threads,ws,rw_ratio,ltc,ltc_d,pattern,access,mode,ops,drops
Jun  9 08:09:28,ram_r,1,57344,50,294,191,uniform,mfence,Mem50,12380933,3457
Jun  9 08:10:07,ram_r,1,58368,50,300,192,uniform,mfence,Mem50,12186537,3460
Jun  9 08:10:48,ram_r,1,59392,50,301,193,uniform,mfence,Mem50,12158018,3466
Jun  9 08:11:29,ram_r,1,60416,50,308,193,uniform,mfence,Mem50,11965877,3475
Jun  9 08:12:12,ram_r,1,61440,50,309,193,uniform,mfence,Mem50,11924865,3481
Jun  9 08:12:37,ram_r,1,40960,0,253,164,uniform,mfence,Mem50,14038742,3493
Jun  9 08:13:02,ram_r,1,41984,0,250,161,uniform,mfence,Mem50,14131330,3497
Jun  9 08:13:28,ram_r,1,43008,0,257,167,uniform,mfence,Mem50,13851544,3503
Jun  9 08:13:54,ram_r,1,44032,0,259,168,uniform,mfence,Mem50,13784078,3510
Jun  9 08:14:22,ram_r,1,45056,0,268,174,uniform,mfence,Mem50,13448819,3516
Jun  9 08:14:50,ram_r,1,46080,0,265,173,uniform,mfence,Mem50,13570256,3528
Jun  9 08:15:19,ram_r,1,47104,0,266,173,uniform,mfence,Mem50,13519162,3531
Jun  9 08:15:49,ram_r,1,48128,0,267,174,uniform,mfence,Mem50,13468379,3538
Jun  9 08:16:20,ram_r,1,49152,0,276,179,uniform,mfence,Mem50,13201102,3545
Jun  9 08:16:51,ram_r,1,50176,0,278,180,uniform,mfence,Mem50,13095470,3550
Jun  9 08:17:24,ram_r,1,51200,0,286,183,uniform,mfence,Mem50,12854532,3556
Jun  9 08:17:57,ram_r,1,52224,0,287,184,uniform,mfence,Mem50,12800753,3564
Jun  9 08:18:32,ram_r,1,53248,0,294,187,uniform,mfence,Mem50,12586709,3572
Jun  9 08:19:07,ram_r,1,54272,0,296,188,uniform,mfence,Mem50,12503016,3577
Jun  9 08:19:44,ram_r,1,55296,0,303,190,uniform,mfence,Mem50,12306911,3586
Jun  9 08:20:21,ram_r,1,56320,0,306,191,uniform,mfence,Mem50,12230857,3591
Jun  9 08:21:00,ram_r,1,57344,0,311,192,uniform,mfence,Mem50,12066177,3597
Jun  9 08:21:39,ram_r,1,58368,0,313,192,uniform,mfence,Mem50,12008184,3611
Jun  9 08:22:20,ram_r,1,59392,0,318,193,uniform,mfence,Mem50,11853295,3616
Jun  9 08:23:01,ram_r,1,60416,0,321,193,uniform,mfence,Mem50,11782960,3623
Jun  9 08:23:44,ram_r,1,61440,0,326,194,uniform,mfence,Mem50,11634576,3629
Jun  9 08:34:53,ram_r,1,40960,100,190,132,uniform,touch,Mem100,34184570,3637
Jun  9 08:35:21,ram_r,1,41984,100,200,143,uniform,touch,Mem100,33152974,3649
Jun  9 08:35:49,ram_r,1,43008,100,206,147,uniform,touch,Mem100,32531358,3662
Jun  9 08:36:19,ram_r,1,44032,100,214,156,uniform,touch,Mem100,31677891,3671
Jun  9 08:36:50,ram_r,1,45056,100,218,159,uniform,touch,Mem100,31236286,3682
Jun  9 08:37:21,ram_r,1,46080,100,227,166,uniform,touch,Mem100,30387154,3694
Jun  9 08:37:54,ram_r,1,47104,100,231,168,uniform,touch,Mem100,30061101,3702
Jun  9 08:38:28,ram_r,1,48128,100,238,173,uniform,touch,Mem100,29397919,3714
Jun  9 08:39:03,ram_r,1,49152,100,243,176,uniform,touch,Mem100,29022899,3724
Jun  9 08:39:38,ram_r,1,50176,100,250,180,uniform,touch,Mem100,28436901,3734
Jun  9 08:40:15,ram_r,1,51200,100,252,181,uniform,touch,Mem100,28265276,3743
Jun  9 08:40:53,ram_r,1,52224,100,259,184,uniform,touch,Mem100,27717111,3753
Jun  9 08:41:32,ram_r,1,53248,100,261,185,uniform,touch,Mem100,27525980,3765
Jun  9 08:42:12,ram_r,1,54272,100,269,188,uniform,touch,Mem100,26944643,3776
Jun  9 08:42:52,ram_r,1,55296,100,271,188,uniform,touch,Mem100,26803851,3786
Jun  9 08:43:34,ram_r,1,56320,100,277,190,uniform,touch,Mem100,26396226,3794
Jun  9 08:44:17,ram_r,1,57344,100,279,190,uniform,touch,Mem100,26279139,3807
Jun  9 08:45:01,ram_r,1,58368,100,286,192,uniform,touch,Mem100,25814049,3819
Jun  9 08:45:46,ram_r,1,59392,100,286,192,uniform,touch,Mem100,25751004,3828
Jun  9 08:46:32,ram_r,1,60416,100,293,193,uniform,touch,Mem100,25332844,3836
Jun  9 08:47:18,ram_r,1,61440,100,293,193,uniform,touch,Mem100,25340012,3848
Jun  9 08:47:47,ram_r,1,40960,50,116,100,uniform,touch,Mem100,42916470,3855
Jun  9 08:48:16,ram_r,1,41984,50,119,105,uniform,touch,Mem100,42227224,3864
Jun  9 08:48:45,ram_r,1,43008,50,119,105,uniform,touch,Mem100,42290884,3870
Jun  9 08:49:15,ram_r,1,44032,50,122,109,uniform,touch,Mem100,41728735,3891
Jun  9 08:49:46,ram_r,1,45056,50,127,118,uniform,touch,Mem100,40726471,3900
Jun  9 08:50:18,ram_r,1,46080,50,129,120,uniform,touch,Mem100,40346388,3906
Jun  9 08:50:52,ram_r,1,47104,50,133,126,uniform,touch,Mem100,39667211,3910
Jun  9 08:51:26,ram_r,1,48128,50,137,132,uniform,touch,Mem100,39030814,3917
Jun  9 08:52:01,ram_r,1,49152,50,139,136,uniform,touch,Mem100,38571402,3924
Jun  9 08:52:37,ram_r,1,50176,50,143,139,uniform,touch,Mem100,38081128,3933
Jun  9 08:53:15,ram_r,1,51200,50,145,143,uniform,touch,Mem100,37673736,3938
Jun  9 08:53:53,ram_r,1,52224,50,148,148,uniform,touch,Mem100,37186267,3946
Jun  9 08:54:33,ram_r,1,53248,50,150,151,uniform,touch,Mem100,36795256,3951
Jun  9 08:55:13,ram_r,1,54272,50,152,153,uniform,touch,Mem100,36574313,3962
Jun  9 08:55:55,ram_r,1,55296,50,158,160,uniform,touch,Mem100,35860574,3969
Jun  9 08:56:37,ram_r,1,56320,50,159,162,uniform,touch,Mem100,35707493,3981
Jun  9 08:57:21,ram_r,1,57344,50,160,163,uniform,touch,Mem100,35457717,4000
Jun  9 08:58:05,ram_r,1,58368,50,161,166,uniform,touch,Mem100,35254588,4022
Jun  9 08:58:51,ram_r,1,59392,50,177,181,uniform,touch,Mem100,33659033,4030
Jun  9 08:59:37,ram_r,1,60416,50,170,174,uniform,touch,Mem100,34335421,4039
Jun  9 09:00:25,ram_r,1,61440,50,169,174,uniform,touch,Mem100,34270808,4046
Jun  9 09:25:53,ram_r,1,40960,100,190,132,uniform,touch,Mem24,34227891,4060
Jun  9 09:26:21,ram_r,1,41984,100,200,143,uniform,touch,Mem24,33082521,4084
Jun  9 09:26:49,ram_r,1,43008,100,205,146,uniform,touch,Mem24,32577645,4097
Jun  9 09:27:19,ram_r,1,44032,100,215,156,uniform,touch,Mem24,31532452,4107
Jun  9 09:27:49,ram_r,1,45056,100,218,159,uniform,touch,Mem24,31291534,4116
Jun  9 09:28:21,ram_r,1,46080,100,227,166,uniform,touch,Mem24,30399986,4127
Jun  9 09:28:54,ram_r,1,47104,100,230,168,uniform,touch,Mem24,30125384,4137
Jun  9 09:29:27,ram_r,1,48128,100,239,174,uniform,touch,Mem24,29348605,4148
Jun  9 09:30:02,ram_r,1,49152,100,241,175,uniform,touch,Mem24,29178462,4157
Jun  9 09:30:38,ram_r,1,50176,100,249,180,uniform,touch,Mem24,28479726,4168
Jun  9 09:31:14,ram_r,1,51200,100,252,181,uniform,touch,Mem24,28217899,4181
Jun  9 09:31:52,ram_r,1,52224,100,260,184,uniform,touch,Mem24,27616286,4191
Jun  9 09:32:31,ram_r,1,53248,100,262,185,uniform,touch,Mem24,27473196,4204
Jun  9 09:33:10,ram_r,1,54272,100,269,188,uniform,touch,Mem24,26978702,4215
Jun  9 09:33:51,ram_r,1,55296,100,270,188,uniform,touch,Mem24,26870951,4225
Jun  9 09:34:33,ram_r,1,56320,100,277,190,uniform,touch,Mem24,26385809,4239
Jun  9 09:35:16,ram_r,1,57344,100,279,190,uniform,touch,Mem24,26277807,4250
Jun  9 09:35:59,ram_r,1,58368,100,285,192,uniform,touch,Mem24,25858424,4259
Jun  9 09:36:44,ram_r,1,59392,100,287,192,uniform,touch,Mem24,25678182,4285
Jun  9 09:37:30,ram_r,1,60416,100,293,193,uniform,touch,Mem24,25318626,4296
Jun  9 09:38:17,ram_r,1,61440,100,294,193,uniform,touch,Mem24,25233225,4306
Jun  9 09:38:45,ram_r,1,40960,50,116,100,uniform,touch,Mem24,42876350,4325
Jun  9 09:39:14,ram_r,1,41984,50,121,108,uniform,touch,Mem24,41883508,4331
Jun  9 09:39:43,ram_r,1,43008,50,119,105,uniform,touch,Mem24,42286639,4339
Jun  9 09:40:13,ram_r,1,44032,50,122,110,uniform,touch,Mem24,41577098,4350
Jun  9 09:40:44,ram_r,1,45056,50,131,122,uniform,touch,Mem24,40271199,4357
Jun  9 09:41:16,ram_r,1,46080,50,131,123,uniform,touch,Mem24,40101592,4363
Jun  9 09:41:49,ram_r,1,47104,50,133,126,uniform,touch,Mem24,39639300,4375
Jun  9 09:42:24,ram_r,1,48128,50,136,131,uniform,touch,Mem24,39104954,4383
Jun  9 09:42:59,ram_r,1,49152,50,151,149,uniform,touch,Mem24,37187105,4394
Jun  9 09:43:35,ram_r,1,50176,50,161,160,uniform,touch,Mem24,36048577,4406
Jun  9 09:44:12,ram_r,1,51200,50,146,144,uniform,touch,Mem24,37585144,4412
Jun  9 09:44:50,ram_r,1,52224,50,148,148,uniform,touch,Mem24,37164861,4422
Jun  9 09:45:30,ram_r,1,53248,50,152,153,uniform,touch,Mem24,36634413,4430
Jun  9 09:46:10,ram_r,1,54272,50,153,155,uniform,touch,Mem24,36460318,4440
Jun  9 09:46:51,ram_r,1,55296,50,157,158,uniform,touch,Mem24,35889923,4449
Jun  9 09:47:34,ram_r,1,56320,50,158,161,uniform,touch,Mem24,35763583,4469
Jun  9 09:48:17,ram_r,1,57344,50,160,164,uniform,touch,Mem24,35374388,4479
Jun  9 09:49:01,ram_r,1,58368,50,163,167,uniform,touch,Mem24,35118528,4487
Jun  9 09:49:47,ram_r,1,59392,50,177,182,uniform,touch,Mem24,33614639,4497
Jun  9 09:50:33,ram_r,1,60416,50,167,172,uniform,touch,Mem24,34482316,4509
Jun  9 09:51:20,ram_r,1,61440,50,169,174,uniform,touch,Mem24,34306143,4514
Jun  9 09:56:23,ram_r,1,40960,100,190,132,uniform,touch,Mem49,34333953,4523
Jun  9 09:56:51,ram_r,1,41984,100,200,143,uniform,touch,Mem49,33113047,4551
Jun  9 09:57:20,ram_r,1,43008,100,204,146,uniform,touch,Mem49,32679039,4575
Jun  9 09:57:50,ram_r,1,44032,100,216,156,uniform,touch,Mem49,31446467,4585
Jun  9 09:58:20,ram_r,1,45056,100,219,159,uniform,touch,Mem49,31220626,4591
Jun  9 09:58:52,ram_r,1,46080,100,227,166,uniform,touch,Mem49,30407247,4619
Jun  9 09:59:25,ram_r,1,47104,100,231,168,uniform,touch,Mem49,30032753,4628
Jun  9 09:59:59,ram_r,1,48128,100,239,173,uniform,touch,Mem49,29375547,4640
Jun  9 10:00:33,ram_r,1,49152,100,241,175,uniform,touch,Mem49,29163122,4653
Jun  9 10:01:09,ram_r,1,50176,100,250,180,uniform,touch,Mem49,28460388,4662
Jun  9 10:01:46,ram_r,1,51200,100,251,181,uniform,touch,Mem49,28309469,4671
Jun  9 10:02:24,ram_r,1,52224,100,259,184,uniform,touch,Mem49,27691910,4681
Jun  9 10:03:03,ram_r,1,53248,100,261,185,uniform,touch,Mem49,27532868,4706
Jun  9 10:03:43,ram_r,1,54272,100,269,188,uniform,touch,Mem49,26946215,4713
Jun  9 10:04:23,ram_r,1,55296,100,271,188,uniform,touch,Mem49,26813301,4724
Jun  9 10:05:06,ram_r,1,56320,100,278,190,uniform,touch,Mem49,26322747,4735
Jun  9 10:05:48,ram_r,1,57344,100,280,191,uniform,touch,Mem49,26207410,4745
Jun  9 10:06:32,ram_r,1,58368,100,286,192,uniform,touch,Mem49,25781928,4758
Jun  9 10:07:17,ram_r,1,59392,100,288,192,uniform,touch,Mem49,25673837,4767
Jun  9 10:08:03,ram_r,1,60416,100,293,193,uniform,touch,Mem49,25332668,4776
Jun  9 10:08:50,ram_r,1,61440,100,295,193,uniform,touch,Mem49,25211351,4788
Jun  9 10:09:19,ram_r,1,40960,50,116,100,uniform,touch,Mem49,42884911,4795
Jun  9 10:09:48,ram_r,1,41984,50,120,107,uniform,touch,Mem49,41941946,4803
Jun  9 10:10:17,ram_r,1,43008,50,119,105,uniform,touch,Mem49,42231592,4813
Jun  9 10:10:47,ram_r,1,44032,50,133,124,uniform,touch,Mem49,40172679,4823
Jun  9 10:11:18,ram_r,1,45056,50,126,116,uniform,touch,Mem49,40810688,4834
Jun  9 10:11:50,ram_r,1,46080,50,131,123,uniform,touch,Mem49,40079675,4837
Jun  9 10:12:23,ram_r,1,47104,50,133,126,uniform,touch,Mem49,39660401,4846
Jun  9 10:12:57,ram_r,1,48128,50,136,131,uniform,touch,Mem49,39061588,4855
Jun  9 10:13:33,ram_r,1,49152,50,141,137,uniform,touch,Mem49,38366473,4864
Jun  9 10:14:09,ram_r,1,50176,50,143,140,uniform,touch,Mem49,38028763,4874
Jun  9 10:14:46,ram_r,1,51200,50,145,144,uniform,touch,Mem49,37698433,4880
Jun  9 10:15:24,ram_r,1,52224,50,159,159,uniform,touch,Mem49,36087517,4893
Jun  9 10:16:04,ram_r,1,53248,50,152,153,uniform,touch,Mem49,36641028,4900
Jun  9 10:16:44,ram_r,1,54272,50,153,155,uniform,touch,Mem49,36408576,4908
Jun  9 10:17:25,ram_r,1,55296,50,155,158,uniform,touch,Mem49,36127104,4915
Jun  9 10:18:08,ram_r,1,56320,50,160,163,uniform,touch,Mem49,35588484,4923
Jun  9 10:18:51,ram_r,1,57344,50,161,164,uniform,touch,Mem49,35370466,4930
Jun  9 10:19:36,ram_r,1,58368,50,163,167,uniform,touch,Mem49,35075080,4940
Jun  9 10:20:21,ram_r,1,59392,50,165,170,uniform,touch,Mem49,34769972,4950
Jun  9 10:21:08,ram_r,1,60416,50,170,175,uniform,touch,Mem49,34222518,4963
Jun  9 10:21:55,ram_r,1,61440,50,169,174,uniform,touch,Mem49,34330866,4973
Jun 12 08:40:19,pm_l,1,1,100,17,0,uniform,touch,MemMix50,84160158,2
Jun 12 08:40:30,pm_l,1,10,100,30,4,uniform,touch,MemMix50,76162686,13
Jun 12 08:40:41,pm_l,1,50,100,225,163,uniform,touch,MemMix50,30637504,27
Jun 12 08:40:52,pm_l,1,100,100,316,113,uniform,touch,MemMix50,23954702,48
Jun 12 08:41:03,pm_l,1,200,100,367,66,uniform,touch,MemMix50,21294258,102
Jun 12 08:41:14,pm_l,1,500,100,396,31,uniform,touch,MemMix50,20099744,108
Jun 12 08:41:25,pm_l,1,800,100,403,23,uniform,touch,MemMix50,19798449,110
Jun 12 08:41:37,pm_l,1,1000,100,405,22,uniform,touch,MemMix50,19739699,112
Jun 12 08:41:49,pm_l,1,1024,100,406,20,uniform,touch,MemMix50,19679665,165
Jun 12 08:42:02,pm_l,1,2048,100,409,19,uniform,touch,MemMix50,19574065,227
Jun 12 08:42:16,pm_l,1,3072,100,411,18,uniform,touch,MemMix50,19499555,232
Jun 12 08:42:31,pm_l,1,4096,100,413,18,uniform,touch,MemMix50,19417392,237
Jun 12 08:42:47,pm_l,1,5120,100,414,18,uniform,touch,MemMix50,19380976,301
Jun 12 08:43:04,pm_l,1,6144,100,415,17,uniform,touch,MemMix50,19337731,368
Jun 12 08:43:23,pm_l,1,7168,100,416,17,uniform,touch,MemMix50,19318578,442
Jun 12 08:43:42,pm_l,1,8192,100,416,17,uniform,touch,MemMix50,19293226,447
Jun 12 08:44:03,pm_l,1,9216,100,416,16,uniform,touch,MemMix50,19285359,516
Jun 12 08:44:24,pm_l,1,10240,100,416,16,uniform,touch,MemMix50,19295984,528
Jun 12 08:44:46,pm_l,1,11264,100,417,16,uniform,touch,MemMix50,19262031,600
Jun 12 08:45:10,pm_l,1,12288,100,417,15,uniform,touch,MemMix50,19253508,669
Jun 12 08:45:35,pm_l,1,13312,100,418,15,uniform,touch,MemMix50,19245778,679
Jun 12 08:46:01,pm_l,1,14336,100,418,15,uniform,touch,MemMix50,19236635,749
Jun 12 08:46:27,pm_l,1,15360,100,418,15,uniform,touch,MemMix50,19239935,810
Jun 12 08:46:55,pm_l,1,16384,100,418,14,uniform,touch,MemMix50,19243755,815
Jun 12 08:47:24,pm_l,1,17408,100,418,15,uniform,touch,MemMix50,19230124,875
Jun 12 08:47:54,pm_l,1,18432,100,418,14,uniform,touch,MemMix50,19223355,906
Jun 12 08:48:25,pm_l,1,19456,100,418,14,uniform,touch,MemMix50,19229084,974
Jun 12 08:48:57,pm_l,1,20480,100,418,14,uniform,touch,MemMix50,19222080,977
Jun 12 08:49:31,pm_l,1,21504,100,418,14,uniform,touch,MemMix50,19234887,977
Jun 12 08:50:05,pm_l,1,22528,100,418,14,uniform,touch,MemMix50,19235284,982
Jun 12 08:50:40,pm_l,1,23552,100,418,14,uniform,touch,MemMix50,19214699,1047
Jun 12 08:51:17,pm_l,1,24576,100,419,13,uniform,touch,MemMix50,19215316,1055
Jun 12 08:51:54,pm_l,1,25600,100,419,13,uniform,touch,MemMix50,19197690,1067
Jun 12 08:52:33,pm_l,1,26624,100,419,14,uniform,touch,MemMix50,19200610,1139
Jun 12 08:53:12,pm_l,1,27648,100,419,14,uniform,touch,MemMix50,19201837,1152
Jun 12 08:53:53,pm_l,1,28672,100,419,13,uniform,touch,MemMix50,19200395,1224
Jun 12 08:54:35,pm_l,1,29696,100,418,14,uniform,touch,MemMix50,19231443,1228
Jun 12 08:55:18,pm_l,1,30720,100,419,13,uniform,touch,MemMix50,19197421,1289
Jun 12 08:56:01,pm_l,1,31744,100,419,13,uniform,touch,MemMix50,19194014,1299
Jun 12 08:56:46,pm_l,1,32768,100,419,13,uniform,touch,MemMix50,19196810,1302
Jun 12 08:57:32,pm_l,1,33792,100,419,13,uniform,touch,MemMix50,19195617,1308
Jun 12 08:58:20,pm_l,1,34816,100,419,13,uniform,touch,MemMix50,19187210,1384
Jun 12 08:59:08,pm_l,1,35840,100,421,14,uniform,touch,MemMix50,19131894,1392
Jun 12 08:59:57,pm_l,1,36864,100,419,14,uniform,touch,MemMix50,19197108,1399
Jun 12 09:00:48,pm_l,1,37888,100,419,13,uniform,touch,MemMix50,19180369,1470
Jun 12 09:01:40,pm_l,1,38912,100,419,13,uniform,touch,MemMix50,19181684,1530
Jun 12 09:02:32,pm_l,1,39936,100,420,13,uniform,touch,MemMix50,19177285,1539
Jun 12 09:03:16,pm_l,1,31232,100,420,14,uniform,touch,MemMix50,19167107,1542
Jun 12 09:04:00,pm_l,1,32256,100,419,13,uniform,touch,MemMix50,19193587,1615
Jun 12 09:04:46,pm_l,1,33280,100,419,13,uniform,touch,MemMix50,19191770,1631
Jun 12 09:05:32,pm_l,1,34304,100,419,13,uniform,touch,MemMix50,19188101,1699
Jun 12 09:06:20,pm_l,1,35328,100,420,13,uniform,touch,MemMix50,19185153,1708
Jun 12 09:06:31,pm_l,1,1,50,16,1,uniform,touch,MemMix50,78738188,1715
Jun 12 09:06:42,pm_l,1,10,50,22,7,uniform,touch,MemMix50,75384102,1717
Jun 12 09:06:52,pm_l,1,50,50,127,153,uniform,touch,MemMix50,40567549,1769
Jun 12 09:07:03,pm_l,1,100,50,178,192,uniform,touch,MemMix50,33360235,1788
Jun 12 09:07:14,pm_l,1,200,50,204,205,uniform,touch,MemMix50,30578782,1808
Jun 12 09:07:26,pm_l,1,500,50,221,212,uniform,touch,MemMix50,29050621,1859
Jun 12 09:07:37,pm_l,1,800,50,224,213,uniform,touch,MemMix50,28802719,1864
Jun 12 09:07:49,pm_l,1,1000,50,226,213,uniform,touch,MemMix50,28599273,1904
Jun 12 09:08:01,pm_l,1,1024,50,226,213,uniform,touch,MemMix50,28571413,1914
Jun 12 09:08:14,pm_l,1,2048,50,229,214,uniform,touch,MemMix50,28358926,1965
Jun 12 09:08:28,pm_l,1,3072,50,230,215,uniform,touch,MemMix50,28299338,1974
Jun 12 09:08:43,pm_l,1,4096,50,233,216,uniform,touch,MemMix50,28058471,1992
Jun 12 09:08:59,pm_l,1,5120,50,235,216,uniform,touch,MemMix50,27915305,2002
Jun 12 09:09:16,pm_l,1,6144,50,237,216,uniform,touch,MemMix50,27814397,2019
Jun 12 09:09:35,pm_l,1,7168,50,238,216,uniform,touch,MemMix50,27761307,2078
Jun 12 09:09:54,pm_l,1,8192,50,239,216,uniform,touch,MemMix50,27703915,2087
Jun 12 09:10:14,pm_l,1,9216,50,239,216,uniform,touch,MemMix50,27659608,2098
Jun 12 09:10:36,pm_l,1,10240,50,240,216,uniform,touch,MemMix50,27604905,2160
Jun 12 09:10:58,pm_l,1,11264,50,240,216,uniform,touch,MemMix50,27581231,2169
Jun 12 09:11:22,pm_l,1,12288,50,241,216,uniform,touch,MemMix50,27540280,2203
Jun 12 09:11:47,pm_l,1,13312,50,241,216,uniform,touch,MemMix50,27529227,2213
Jun 12 09:12:13,pm_l,1,14336,50,241,216,uniform,touch,MemMix50,27504100,2239
Jun 12 09:12:39,pm_l,1,15360,50,251,219,uniform,touch,MemMix50,26922827,2242
Jun 12 09:13:07,pm_l,1,16384,50,268,223,uniform,touch,MemMix50,25863414,2255
Jun 12 09:13:36,pm_l,1,17408,50,242,216,uniform,touch,MemMix50,27448050,2287
Jun 12 09:14:06,pm_l,1,18432,50,243,217,uniform,touch,MemMix50,27450327,2298
Jun 12 09:14:37,pm_l,1,19456,50,243,216,uniform,touch,MemMix50,27442585,2302
Jun 12 09:15:10,pm_l,1,20480,50,243,216,uniform,touch,MemMix50,27423062,2370
Jun 12 09:15:43,pm_l,1,21504,50,243,216,uniform,touch,MemMix50,27414602,2438
Jun 12 09:16:17,pm_l,1,22528,50,243,217,uniform,touch,MemMix50,27408044,2449
Jun 12 09:16:53,pm_l,1,23552,50,243,216,uniform,touch,MemMix50,27393562,2484
Jun 12 09:17:29,pm_l,1,24576,50,243,217,uniform,touch,MemMix50,27387146,2547
Jun 12 09:18:07,pm_l,1,25600,50,243,217,uniform,touch,MemMix50,27375131,2602
Jun 12 09:18:45,pm_l,1,26624,50,243,217,uniform,touch,MemMix50,27375905,2618
Jun 12 09:19:25,pm_l,1,27648,50,244,217,uniform,touch,MemMix50,27359232,2695
Jun 12 09:20:06,pm_l,1,28672,50,244,217,uniform,touch,MemMix50,27370060,2703
Jun 12 09:20:47,pm_l,1,29696,50,248,218,uniform,touch,MemMix50,27090174,2712
Jun 12 09:21:30,pm_l,1,30720,50,244,217,uniform,touch,MemMix50,27347695,2721
Jun 12 09:22:14,pm_l,1,31744,50,245,217,uniform,touch,MemMix50,27279804,2737
Jun 12 09:22:59,pm_l,1,32768,50,244,217,uniform,touch,MemMix50,27332089,2769
Jun 12 09:23:45,pm_l,1,33792,50,244,217,uniform,touch,MemMix50,27326228,2784
Jun 12 09:24:33,pm_l,1,34816,50,244,217,uniform,touch,MemMix50,27337908,2845
Jun 12 09:25:21,pm_l,1,35840,50,244,217,uniform,touch,MemMix50,27339197,2851
Jun 12 09:26:10,pm_l,1,36864,50,245,217,uniform,touch,MemMix50,27283800,2868
Jun 12 09:27:00,pm_l,1,37888,50,245,217,uniform,touch,MemMix50,27271777,2892
Jun 12 09:27:51,pm_l,1,38912,50,244,217,uniform,touch,MemMix50,27318029,2900
Jun 12 09:28:44,pm_l,1,39936,50,244,217,uniform,touch,MemMix50,27327773,2908
Jun 12 09:29:27,pm_l,1,31232,50,244,217,uniform,touch,MemMix50,27362192,2919
Jun 12 09:30:12,pm_l,1,32256,50,245,217,uniform,touch,MemMix50,27282106,2928
Jun 12 09:30:57,pm_l,1,33280,50,244,217,uniform,touch,MemMix50,27340409,2988
Jun 12 09:31:44,pm_l,1,34304,50,244,217,uniform,touch,MemMix50,27339643,2997
Jun 12 09:32:31,pm_l,1,35328,50,244,216,uniform,touch,MemMix50,27369468,3004
Jun 12 08:41:02,pm_r,1,40960,100,418,13,uniform,touch,MemMix50,19238506,3012
Jun 12 08:41:56,pm_r,1,41984,100,418,13,uniform,touch,MemMix50,19241209,3043
Jun 12 08:42:52,pm_r,1,43008,100,418,13,uniform,touch,MemMix50,19237332,3073
Jun 12 08:43:48,pm_r,1,44032,100,418,13,uniform,touch,MemMix50,19227790,3123
Jun 12 08:44:45,pm_r,1,45056,100,418,13,uniform,touch,MemMix50,19241083,3137
Jun 12 08:45:44,pm_r,1,46080,100,419,13,uniform,touch,MemMix50,19204518,3225
Jun 12 08:46:44,pm_r,1,47104,100,418,13,uniform,touch,MemMix50,19226335,3300
Jun 12 08:47:45,pm_r,1,48128,100,418,13,uniform,touch,MemMix50,19222362,3398
Jun 12 08:48:47,pm_r,1,49152,100,419,13,uniform,touch,MemMix50,19194853,3462
Jun 12 08:49:50,pm_r,1,50176,100,419,13,uniform,touch,MemMix50,19197471,3566
Jun 12 08:50:54,pm_r,1,51200,100,419,13,uniform,touch,MemMix50,19194460,3645
Jun 12 08:51:59,pm_r,1,52224,100,419,13,uniform,touch,MemMix50,19190949,3696
Jun 12 08:53:06,pm_r,1,53248,100,419,13,uniform,touch,MemMix50,19193631,3744
Jun 12 08:54:13,pm_r,1,54272,100,418,13,uniform,touch,MemMix50,19209519,3832
Jun 12 08:55:21,pm_r,1,55296,100,418,13,uniform,touch,MemMix50,19230040,3872
Jun 12 08:56:31,pm_r,1,56320,100,419,13,uniform,touch,MemMix50,19195718,3960
Jun 12 08:57:42,pm_r,1,57344,100,419,13,uniform,touch,MemMix50,19191326,4028
Jun 12 08:58:53,pm_r,1,58368,100,420,13,uniform,touch,MemMix50,19176278,4111
Jun 12 09:00:06,pm_r,1,59392,100,418,13,uniform,touch,MemMix50,19144550,4767
Jun 12 09:01:19,pm_r,1,60416,100,420,13,uniform,touch,MemMix50,19174902,4874
Jun 12 09:02:34,pm_r,1,61440,100,419,13,uniform,touch,MemMix50,19206633,4895
Jun 12 09:03:27,pm_r,1,40960,50,260,221,uniform,touch,MemMix50,26314883,4966
Jun 12 09:04:22,pm_r,1,41984,50,245,217,uniform,touch,MemMix50,27297028,5033
Jun 12 09:05:17,pm_r,1,43008,50,269,222,uniform,touch,MemMix50,25809597,5108
Jun 12 09:06:14,pm_r,1,44032,50,244,216,uniform,touch,MemMix50,27391314,5145
Jun 12 09:07:12,pm_r,1,45056,50,244,216,uniform,touch,MemMix50,27375214,5164
Jun 12 09:08:10,pm_r,1,46080,50,247,217,uniform,touch,MemMix50,27149934,5189
Jun 12 09:09:10,pm_r,1,47104,50,267,222,uniform,touch,MemMix50,25929719,5235
Jun 12 09:10:11,pm_r,1,48128,50,244,216,uniform,touch,MemMix50,27317597,5287
Jun 12 09:11:13,pm_r,1,49152,50,245,216,uniform,touch,MemMix50,27313412,5368
Jun 12 09:12:16,pm_r,1,50176,50,274,223,uniform,touch,MemMix50,25501846,5411
Jun 12 09:13:20,pm_r,1,51200,50,248,217,uniform,touch,MemMix50,27070329,5507
Jun 12 09:14:25,pm_r,1,52224,50,276,223,uniform,touch,MemMix50,25368846,5586
Jun 12 09:15:31,pm_r,1,53248,50,244,216,uniform,touch,MemMix50,27326281,5694
Jun 12 09:16:38,pm_r,1,54272,50,246,217,uniform,touch,MemMix50,27248582,5773
Jun 12 09:17:47,pm_r,1,55296,50,244,216,uniform,touch,MemMix50,27333909,5833
Jun 12 09:18:56,pm_r,1,56320,50,244,216,uniform,touch,MemMix50,27323425,5917
Jun 12 09:20:07,pm_r,1,57344,50,253,219,uniform,touch,MemMix50,26804781,5925
