date,pool,threads,sz,ws,rw_ratio,ltc,ltc_d,ops,pattern,offset,mode
May  1 20:44:13,ram_l,8,22528,11264,0,144,0.20,52250,uniform,random,Mem100
May  1 20:44:28,ram_l,9,22528,11264,0,161,0.14,52793,uniform,random,Mem100
May  1 20:44:45,ram_l,12,22528,11264,0,218,0.19,52732,uniform,random,Mem100
May  1 20:45:01,ram_l,15,22528,11264,0,273,0.24,52896,uniform,random,Mem100
May  1 20:45:18,ram_l,16,22528,11264,0,292,1.51,52842,uniform,random,Mem100
May  1 20:45:36,ram_l,17,22528,11264,0,317,51.31,52867,uniform,random,Mem100
May  1 20:45:53,ram_l,20,22528,11264,0,383,84.21,52936,uniform,random,Mem100
May  1 20:46:14,ram_l,31,22528,11264,0,580,37.12,52605,uniform,random,Mem100
May  1 20:46:34,ram_l,32,22528,11264,0,592,0.82,52913,uniform,random,Mem100
May  1 20:46:54,ram_l,33,22528,11264,0,607,27.89,53342,uniform,random,Mem100
May  1 20:47:14,ram_l,1,32768,16384,0,81,0.00,11297,uniform,random,Mem100
May  1 20:47:31,ram_l,3,32768,16384,0,99,0.09,28068,uniform,random,Mem100
May  1 20:47:49,ram_l,4,32768,16384,0,109,0.15,34260,uniform,random,Mem100
May  1 20:48:08,ram_l,5,32768,16384,0,130,0.13,36302,uniform,random,Mem100
May  1 20:48:29,ram_l,7,32768,16384,0,183,0.16,36713,uniform,random,Mem100
May  1 20:48:50,ram_l,8,32768,16384,0,209,1.48,36623,uniform,random,Mem100
May  1 20:49:13,ram_l,9,32768,16384,0,236,0.25,36610,uniform,random,Mem100
May  1 20:49:36,ram_l,12,32768,16384,0,324,0.24,36011,uniform,random,Mem100
May  1 20:50:01,ram_l,15,32768,16384,0,416,0.91,35204,uniform,random,Mem100
May  1 20:50:26,ram_l,16,32768,16384,0,448,1.00,34921,uniform,random,Mem100
May  1 20:50:52,ram_l,17,32768,16384,0,486,77.75,34841,uniform,random,Mem100
May  1 20:51:19,ram_l,20,32768,16384,0,592,128.88,34581,uniform,random,Mem100
May  1 20:51:52,ram_l,31,32768,16384,0,916,60.04,33614,uniform,random,Mem100
May  1 20:52:25,ram_l,32,32768,16384,0,944,1.60,33456,uniform,random,Mem100
May  1 20:53:00,ram_l,33,32768,16384,0,974,44.68,33495,uniform,random,Mem100
May  1 20:53:23,ram_l,1,43008,21504,0,90,0.00,10184,uniform,random,Mem100
May  1 20:53:43,ram_l,3,43008,21504,0,121,0.09,23339,uniform,random,Mem100
May  1 20:54:06,ram_l,4,43008,21504,0,141,0.04,26863,uniform,random,Mem100
May  1 20:54:32,ram_l,5,43008,21504,0,175,0.12,27271,uniform,random,Mem100
May  1 20:55:02,ram_l,7,43008,21504,0,249,0.17,27278,uniform,random,Mem100
May  1 20:55:34,ram_l,8,43008,21504,0,287,0.21,27041,uniform,random,Mem100
May  1 20:56:07,ram_l,9,43008,21504,0,324,0.25,27029,uniform,random,Mem100
May  1 20:56:42,ram_l,12,43008,21504,0,456,0.37,25743,uniform,random,Mem100
May  1 20:57:22,ram_l,15,43008,21504,0,608,1.63,24256,uniform,random,Mem100
May  1 20:58:02,ram_l,16,43008,21504,0,664,1.83,23739,uniform,random,Mem100
May  1 20:58:44,ram_l,17,43008,21504,0,723,117.95,23609,uniform,random,Mem100
May  1 20:59:28,ram_l,20,43008,21504,0,894,200.68,23139,uniform,random,Mem100
May  1 21:00:24,ram_l,31,43008,21504,0,1396,95.33,22158,uniform,random,Mem100
May  1 21:01:22,ram_l,32,43008,21504,0,1437,3.68,22081,uniform,random,Mem100
May  1 21:02:20,ram_l,33,43008,21504,0,1481,71.02,22145,uniform,random,Mem100
May  1 21:02:48,ram_l,1,53248,26624,0,100,0.00,9237,uniform,random,Mem100
May  1 21:03:12,ram_l,3,53248,26624,0,137,0.09,20732,uniform,random,Mem100
May  1 21:03:42,ram_l,4,53248,26624,0,173,0.13,22154,uniform,random,Mem100
May  1 21:04:16,ram_l,5,53248,26624,0,216,0.20,22289,uniform,random,Mem100
May  1 21:04:57,ram_l,7,53248,26624,0,309,0.26,22120,uniform,random,Mem100
May  1 21:05:42,ram_l,8,53248,26624,0,354,0.35,22054,uniform,random,Mem100
May  1 21:06:29,ram_l,9,53248,26624,0,408,0.34,21587,uniform,random,Mem100
May  1 21:07:21,ram_l,12,53248,26624,0,584,0.50,20216,uniform,random,Mem100
May  1 21:08:20,ram_l,15,53248,26624,0,790,0.64,18745,uniform,random,Mem100
May  1 21:09:20,ram_l,16,53248,26624,0,862,2.27,18349,uniform,random,Mem100
May  1 21:10:22,ram_l,17,53248,26624,0,943,165.78,18233,uniform,random,Mem100
May  1 21:11:28,ram_l,20,53248,26624,0,1166,278.17,17905,uniform,random,Mem100
May  1 21:12:54,ram_l,31,53248,26624,0,1807,127.51,17174,uniform,random,Mem100
May  1 21:14:22,ram_l,32,53248,26624,0,1855,4.95,17133,uniform,random,Mem100
May  1 21:15:52,ram_l,33,53248,26624,0,1911,58.33,17169,uniform,random,Mem100
May  1 21:16:24,ram_l,1,63488,31744,0,110,0.00,8489,uniform,random,Mem100
May  1 21:16:53,ram_l,3,63488,31744,0,153,0.12,18599,uniform,random,Mem100
May  1 21:17:30,ram_l,4,63488,31744,0,204,0.17,18899,uniform,random,Mem100
May  1 21:18:14,ram_l,5,63488,31744,0,255,0.20,18965,uniform,random,Mem100
May  1 21:19:11,ram_l,7,63488,31744,0,367,0.34,18680,uniform,random,Mem100
May  1 21:20:12,ram_l,8,63488,31744,0,428,0.24,18328,uniform,random,Mem100
May  1 21:21:17,ram_l,9,63488,31744,0,490,0.35,18013,uniform,random,Mem100
May  1 21:22:32,ram_l,12,63488,31744,0,712,0.67,16638,uniform,random,Mem100
May  1 21:23:55,ram_l,15,63488,31744,0,965,3.47,15393,uniform,random,Mem100
May  1 21:25:21,ram_l,16,63488,31744,0,1041,3.15,15223,uniform,random,Mem100
May  1 21:26:49,ram_l,17,63488,31744,0,1140,205.52,15118,uniform,random,Mem100
May  1 21:28:23,ram_l,20,63488,31744,0,1409,340.62,14868,uniform,random,Mem100
May  1 21:30:26,ram_l,31,63488,31744,0,2183,153.24,14230,uniform,random,Mem100
May  1 21:32:33,ram_l,32,63488,31744,0,2246,9.27,14177,uniform,random,Mem100
May  1 21:34:43,ram_l,33,63488,31744,0,2321,116.59,14178,uniform,random,Mem100
May  1 21:35:20,ram_l,1,73728,36864,0,120,0.00,7842,uniform,random,Mem100
May  1 21:35:55,ram_l,3,73728,36864,0,177,0.12,16268,uniform,random,Mem100
May  1 21:36:41,ram_l,4,73728,36864,0,236,0.13,16396,uniform,random,Mem100
May  1 21:37:38,ram_l,5,73728,36864,0,297,0.21,16391,uniform,random,Mem100
May  1 21:38:52,ram_l,7,73728,36864,0,430,0.38,15993,uniform,random,Mem100
May  1 21:40:15,ram_l,8,73728,36864,0,501,0.40,15705,uniform,random,Mem100
May  1 21:41:43,ram_l,9,73728,36864,0,579,0.51,15293,uniform,random,Mem100
May  1 21:43:25,ram_l,12,73728,36864,0,849,0.70,13974,uniform,random,Mem100
May  1 21:45:20,ram_l,15,73728,36864,0,1141,0.91,13038,uniform,random,Mem100
May  1 21:47:18,ram_l,16,73728,36864,0,1235,3.79,12850,uniform,random,Mem100
May  1 21:49:20,ram_l,17,73728,36864,0,1357,276.70,12792,uniform,random,Mem100
May  1 21:51:29,ram_l,20,73728,36864,0,1681,447.52,12622,uniform,random,Mem100
May  1 21:54:21,ram_l,31,73728,36864,0,2575,191.83,12093,uniform,random,Mem100
May  1 21:57:15,ram_l,32,73728,36864,0,2618,9.77,12172,uniform,random,Mem100
May  1 22:00:14,ram_l,33,73728,36864,0,2731,105.29,12052,uniform,random,Mem100
May  2 07:04:27,ram_l,2,2048,1024,0,37,0.00,44441,uniform,random,Mem100
May  2 07:04:41,ram_l,2,12288,6144,0,58,0.05,30424,uniform,random,Mem100
May  2 07:04:57,ram_l,2,22528,11264,0,72,0.05,24927,uniform,random,Mem100
May  2 07:05:14,ram_l,2,32768,16384,0,91,0.00,20308,uniform,random,Mem100
May  2 07:05:35,ram_l,2,43008,21504,0,106,0.00,17654,uniform,random,Mem100
May  2 07:06:00,ram_l,2,53248,26624,0,122,0.00,15493,uniform,random,Mem100
May  2 07:06:28,ram_l,2,63488,31744,0,134,0.00,14153,uniform,random,Mem100
May  2 07:07:01,ram_l,2,73728,36864,0,148,0.05,12881,uniform,random,Mem100
May  2 08:55:50,ram_l,3,2048,1024,0,37,0.05,66093.3333333333,uniform,random,Mem100
May  2 08:55:54,ram_l,3,2048,1024,50,81,0.09,33880,uniform,random,Mem100
May  2 08:55:58,ram_l,7,2048,1024,0,45,0.10,131360,uniform,random,Mem100
May  2 08:56:02,ram_l,7,2048,1024,50,85,0.69,74973.3333333333,uniform,random,Mem100
May  2 08:56:06,ram_l,11,2048,1024,0,60,0.11,158096.666666667,uniform,random,Mem100
May  2 08:56:10,ram_l,11,2048,1024,50,94,0.72,106123.333333333,uniform,random,Mem100
May  2 08:56:14,ram_l,15,2048,1024,0,76,0.13,173133.333333333,uniform,random,Mem100
May  2 08:56:18,ram_l,15,2048,1024,50,102,0.85,132766.666666667,uniform,random,Mem100
May  2 08:56:22,ram_l,19,2048,1024,0,100,25.19,179400,uniform,random,Mem100
May  2 08:56:26,ram_l,19,2048,1024,50,111,6.04,156460,uniform,random,Mem100
May  2 08:56:30,ram_l,23,2048,1024,0,122,28.21,182546.666666667,uniform,random,Mem100
May  2 08:56:34,ram_l,23,2048,1024,50,119,6.75,176040,uniform,random,Mem100
May  2 08:56:38,ram_l,27,2048,1024,0,138,23.24,185513.333333333,uniform,random,Mem100
May  2 08:56:42,ram_l,27,2048,1024,50,127,5.63,193703.333333333,uniform,random,Mem100
May  2 08:56:46,ram_l,31,2048,1024,0,153,10.90,188280,uniform,random,Mem100
May  2 08:56:50,ram_l,31,2048,1024,50,134,3.17,209860,uniform,random,Mem100
May  2 08:56:54,ram_l,4,2048,1024,0,39,0.04,84870,uniform,random,Mem100
May  2 08:56:58,ram_l,4,2048,1024,50,83,0.27,44130,uniform,random,Mem100
May  2 08:57:02,ram_l,8,2048,1024,0,49,0.13,137906.666666667,uniform,random,Mem100
May  2 08:57:06,ram_l,8,2048,1024,50,89,0.81,81386.6666666667,uniform,random,Mem100
May  2 08:57:10,ram_l,12,2048,1024,0,65,0.09,159943.333333333,uniform,random,Mem100
May  2 08:57:14,ram_l,12,2048,1024,50,100,0.76,109636.666666667,uniform,random,Mem100
May  2 08:57:18,ram_l,16,2048,1024,0,80,0.25,176923.333333333,uniform,random,Mem100
May  2 08:57:22,ram_l,16,2048,1024,50,104,0.78,140290,uniform,random,Mem100
May  2 08:57:26,ram_l,20,2048,1024,0,106,27.66,180213.333333333,uniform,random,Mem100
May  2 08:57:30,ram_l,20,2048,1024,50,113,6.41,161633.333333333,uniform,random,Mem100
May  2 08:57:34,ram_l,24,2048,1024,0,126,27.35,183303.333333333,uniform,random,Mem100
May  2 08:57:38,ram_l,24,2048,1024,50,121,6.80,180663.333333333,uniform,random,Mem100
May  2 08:57:42,ram_l,28,2048,1024,0,141,21.12,187340,uniform,random,Mem100
May  2 08:57:47,ram_l,28,2048,1024,50,128,5.17,199113.333333333,uniform,random,Mem100
May  2 08:57:51,ram_l,32,2048,1024,0,157,0.85,188956.666666667,uniform,random,Mem100
May  2 08:57:55,ram_l,32,2048,1024,50,138,0.93,211310,uniform,random,Mem100
May  2 08:57:59,ram_l,1,2048,1024,0,34,0.00,23823.3333333333,uniform,random,Mem100
May  2 08:58:03,ram_l,1,2048,1024,50,77,0.00,11753.3333333333,uniform,random,Mem100
May  2 08:58:07,ram_l,5,2048,1024,0,41,0.07,102790,uniform,random,Mem100
May  2 08:58:11,ram_l,5,2048,1024,50,83,0.34,54806.6666666667,uniform,random,Mem100
May  2 08:58:15,ram_l,9,2048,1024,0,52,0.13,146606.666666667,uniform,random,Mem100
May  2 08:58:19,ram_l,9,2048,1024,50,93,0.83,88370,uniform,random,Mem100
May  2 08:58:23,ram_l,13,2048,1024,0,69,0.12,165213.333333333,uniform,random,Mem100
May  2 08:58:27,ram_l,13,2048,1024,50,100,0.74,117343.333333333,uniform,random,Mem100
May  2 08:58:31,ram_l,17,2048,1024,0,88,17.67,177806.666666667,uniform,random,Mem100
May  2 08:58:35,ram_l,17,2048,1024,50,106,3.98,145856.666666667,uniform,random,Mem100
May  2 08:58:39,ram_l,21,2048,1024,0,112,28.32,181010,uniform,random,Mem100
May  2 08:58:43,ram_l,21,2048,1024,50,115,6.59,166593.333333333,uniform,random,Mem100
May  2 08:58:47,ram_l,25,2048,1024,0,130,26.55,184016.666666667,uniform,random,Mem100
May  2 08:58:51,ram_l,25,2048,1024,50,123,6.44,185080,uniform,random,Mem100
May  2 08:58:55,ram_l,29,2048,1024,0,146,18.97,186920,uniform,random,Mem100
May  2 08:58:59,ram_l,29,2048,1024,50,131,4.80,201573.333333333,uniform,random,Mem100
May  2 08:59:03,ram_l,33,2048,1024,0,163,16.21,189066.666666667,uniform,random,Mem100
May  2 08:59:07,ram_l,33,2048,1024,50,143,11.64,212796.666666667,uniform,random,Mem100
May  2 08:59:12,ram_l,3,8192,4096,0,48,0.05,53776.6666666667,uniform,random,Mem100
May  2 08:59:17,ram_l,3,8192,4096,50,90,0.09,30586.6666666667,uniform,random,Mem100
May  2 08:59:22,ram_l,7,8192,4096,0,56,0.05,109106.666666667,uniform,random,Mem100
May  2 08:59:26,ram_l,7,8192,4096,50,96,0.68,67620,uniform,random,Mem100
May  2 08:59:31,ram_l,11,8192,4096,0,68,0.17,141073.333333333,uniform,random,Mem100
May  2 08:59:35,ram_l,11,8192,4096,50,105,0.69,96106.6666666667,uniform,random,Mem100
May  2 08:59:40,ram_l,15,8192,4096,0,85,0.19,157773.333333333,uniform,random,Mem100
May  2 08:59:45,ram_l,15,8192,4096,50,114,0.80,120553.333333333,uniform,random,Mem100
May  2 08:59:49,ram_l,19,8192,4096,0,110,27.05,163896.666666667,uniform,random,Mem100
May  2 08:59:54,ram_l,19,8192,4096,50,123,6.90,141920,uniform,random,Mem100
May  2 08:59:59,ram_l,23,8192,4096,0,132,30.12,168043.333333333,uniform,random,Mem100
May  2 09:00:04,ram_l,23,8192,4096,50,132,8.51,160466.666666667,uniform,random,Mem100
May  2 09:00:09,ram_l,27,8192,4096,0,151,25.17,170536.666666667,uniform,random,Mem100
May  2 09:00:14,ram_l,27,8192,4096,50,141,6.56,175620,uniform,random,Mem100
May  2 09:00:19,ram_l,31,8192,4096,0,170,11.50,170880,uniform,random,Mem100
May  2 09:00:24,ram_l,31,8192,4096,50,152,3.72,188146.666666667,uniform,random,Mem100
May  2 09:00:28,ram_l,4,8192,4096,0,50,0.07,69070,uniform,random,Mem100
May  2 09:00:33,ram_l,4,8192,4096,50,92,0.28,40176.6666666667,uniform,random,Mem100
May  2 09:00:37,ram_l,8,8192,4096,0,60,0.11,115903.333333333,uniform,random,Mem100
May  2 09:00:42,ram_l,8,8192,4096,50,97,0.75,76410,uniform,random,Mem100
May  2 09:00:46,ram_l,12,8192,4096,0,74,0.10,143763.333333333,uniform,random,Mem100
May  2 09:00:51,ram_l,12,8192,4096,50,110,0.75,99990,uniform,random,Mem100
May  2 09:00:56,ram_l,16,8192,4096,0,89,0.23,161436.666666667,uniform,random,Mem100
May  2 09:01:01,ram_l,16,8192,4096,50,116,0.78,127080,uniform,random,Mem100
May  2 09:01:05,ram_l,20,8192,4096,0,116,29.19,164823.333333333,uniform,random,Mem100
May  2 09:01:10,ram_l,20,8192,4096,50,124,7.47,148050,uniform,random,Mem100
May  2 09:01:15,ram_l,24,8192,4096,0,138,29.41,168290,uniform,random,Mem100
May  2 09:01:20,ram_l,24,8192,4096,50,134,8.56,164450,uniform,random,Mem100
May  2 09:01:25,ram_l,28,8192,4096,0,154,22.87,172956.666666667,uniform,random,Mem100
May  2 09:01:30,ram_l,28,8192,4096,50,143,6.16,180073.333333333,uniform,random,Mem100
May  2 09:01:35,ram_l,32,8192,4096,0,169,1.35,175613.333333333,uniform,random,Mem100
May  2 09:01:39,ram_l,32,8192,4096,50,150,1.02,195860,uniform,random,Mem100
May  2 09:01:44,ram_l,1,8192,4096,0,40,0.00,20940,uniform,random,Mem100
May  2 09:01:50,ram_l,1,8192,4096,50,84,0.00,10983.3333333333,uniform,random,Mem100
May  2 09:01:54,ram_l,5,8192,4096,0,49,0.10,88513.3333333333,uniform,random,Mem100
May  2 09:01:59,ram_l,5,8192,4096,50,90,0.45,50913.3333333333,uniform,random,Mem100
May  2 09:02:03,ram_l,9,8192,4096,0,59,0.08,131513.333333333,uniform,random,Mem100
May  2 09:02:08,ram_l,9,8192,4096,50,100,0.79,82360,uniform,random,Mem100
May  2 09:02:12,ram_l,13,8192,4096,0,74,0.11,153823.333333333,uniform,random,Mem100
May  2 09:02:17,ram_l,13,8192,4096,50,109,0.70,109123.333333333,uniform,random,Mem100
May  2 09:02:22,ram_l,17,8192,4096,0,94,18.35,166443.333333333,uniform,random,Mem100
May  2 09:02:26,ram_l,17,8192,4096,50,115,4.72,136123.333333333,uniform,random,Mem100
May  2 09:02:31,ram_l,21,8192,4096,0,119,30.51,170076.666666667,uniform,random,Mem100
May  2 09:02:36,ram_l,21,8192,4096,50,124,7.49,155270,uniform,random,Mem100
May  2 09:02:41,ram_l,25,8192,4096,0,139,28.39,172900,uniform,random,Mem100
May  2 09:02:46,ram_l,25,8192,4096,50,134,7.33,171863.333333333,uniform,random,Mem100
May  2 09:02:50,ram_l,29,8192,4096,0,157,19.96,174530,uniform,random,Mem100
May  2 09:02:55,ram_l,29,8192,4096,50,143,5.21,186923.333333333,uniform,random,Mem100
May  2 09:03:00,ram_l,33,8192,4096,0,175,19.33,177063.333333333,uniform,random,Mem100
May  2 09:03:06,ram_l,33,8192,4096,50,157,16.01,195870,uniform,random,Mem100
May  2 09:03:11,ram_l,3,14336,7168,0,66,0.05,40620,uniform,random,Mem100
May  2 09:03:17,ram_l,3,14336,7168,50,106,0.08,26396.6666666667,uniform,random,Mem100
May  2 09:03:23,ram_l,7,14336,7168,0,87,0.21,74003.3333333333,uniform,random,Mem100
May  2 09:03:29,ram_l,7,14336,7168,50,116,0.64,56420,uniform,random,Mem100
May  2 09:03:35,ram_l,11,14336,7168,0,136,0.30,75533.3333333333,uniform,random,Mem100
May  2 09:03:41,ram_l,11,14336,7168,50,130,0.73,79150,uniform,random,Mem100
May  2 09:03:47,ram_l,15,14336,7168,0,186,0.13,76526.6666666667,uniform,random,Mem100
May  2 09:03:53,ram_l,15,14336,7168,50,145,0.85,96643.3333333333,uniform,random,Mem100
May  2 09:04:00,ram_l,19,14336,7168,0,246,50.19,76516.6666666667,uniform,random,Mem100
May  2 09:04:07,ram_l,19,14336,7168,50,177,12.89,101563.333333333,uniform,random,Mem100
May  2 09:04:14,ram_l,23,14336,7168,0,299,59.66,77130,uniform,random,Mem100
May  2 09:04:20,ram_l,23,14336,7168,50,215,17.98,101936.666666667,uniform,random,Mem100
May  2 09:04:28,ram_l,27,14336,7168,0,342,50.32,78153.3333333333,uniform,random,Mem100
May  2 09:04:35,ram_l,27,14336,7168,50,249,16.18,103690,uniform,random,Mem100
May  2 09:04:43,ram_l,31,14336,7168,0,391,23.94,77120,uniform,random,Mem100
May  2 09:04:50,ram_l,31,14336,7168,50,282,8.33,104933.333333333,uniform,random,Mem100
May  2 09:04:55,ram_l,4,14336,7168,0,71,0.08,51036.6666666667,uniform,random,Mem100
May  2 09:05:01,ram_l,4,14336,7168,50,109,0.27,34196.6666666667,uniform,random,Mem100
May  2 09:05:07,ram_l,8,14336,7168,0,98,0.24,75753.3333333333,uniform,random,Mem100
May  2 09:05:13,ram_l,8,14336,7168,50,123,0.76,60723.3333333333,uniform,random,Mem100
May  2 09:05:19,ram_l,12,14336,7168,0,146,0.17,76870,uniform,random,Mem100
May  2 09:05:25,ram_l,12,14336,7168,50,133,0.68,84240,uniform,random,Mem100
May  2 09:05:31,ram_l,16,14336,7168,0,195,0.75,77793.3333333333,uniform,random,Mem100
May  2 09:05:38,ram_l,16,14336,7168,50,149,0.76,100500,uniform,random,Mem100
May  2 09:05:45,ram_l,20,14336,7168,0,254,54.74,78590,uniform,random,Mem100
May  2 09:05:51,ram_l,20,14336,7168,50,184,13.50,103126.666666667,uniform,random,Mem100
May  2 09:05:58,ram_l,24,14336,7168,0,306,58.09,78556.6666666667,uniform,random,Mem100
May  2 09:06:05,ram_l,24,14336,7168,50,220,17.59,104050,uniform,random,Mem100
May  2 09:06:12,ram_l,28,14336,7168,0,353,36.68,77800,uniform,random,Mem100
May  2 09:06:19,ram_l,28,14336,7168,50,255,15.01,104880,uniform,random,Mem100
May  2 09:06:27,ram_l,32,14336,7168,0,396,0.93,78320,uniform,random,Mem100
May  2 09:06:35,ram_l,32,14336,7168,50,295,1.23,103803.333333333,uniform,random,Mem100
May  2 09:06:41,ram_l,1,14336,7168,0,56,0.00,15903.3333333333,uniform,random,Mem100
May  2 09:06:48,ram_l,1,14336,7168,50,98,0.00,9433.33333333333,uniform,random,Mem100
May  2 09:06:53,ram_l,5,14336,7168,0,73,0.04,61453.3333333333,uniform,random,Mem100
May  2 09:06:59,ram_l,5,14336,7168,50,111,0.40,42093.3333333333,uniform,random,Mem100
May  2 09:07:05,ram_l,9,14336,7168,0,109,0.16,76286.6666666667,uniform,random,Mem100
May  2 09:07:11,ram_l,9,14336,7168,50,125,0.74,67130,uniform,random,Mem100
May  2 09:07:17,ram_l,13,14336,7168,0,158,0.12,77310,uniform,random,Mem100
May  2 09:07:23,ram_l,13,14336,7168,50,137,0.75,88623.3333333333,uniform,random,Mem100
May  2 09:07:29,ram_l,17,14336,7168,0,210,34.20,78253.3333333333,uniform,random,Mem100
May  2 09:07:36,ram_l,17,14336,7168,50,156,7.43,102193.333333333,uniform,random,Mem100
May  2 09:07:43,ram_l,21,14336,7168,0,265,57.04,79280,uniform,random,Mem100
May  2 09:07:49,ram_l,21,14336,7168,50,190,16.22,104686.666666667,uniform,random,Mem100
May  2 09:07:56,ram_l,25,14336,7168,0,317,55.91,78626.6666666667,uniform,random,Mem100
May  2 09:08:03,ram_l,25,14336,7168,50,225,17.01,105993.333333333,uniform,random,Mem100
May  2 09:08:11,ram_l,29,14336,7168,0,358,40.09,79400,uniform,random,Mem100
May  2 09:08:18,ram_l,29,14336,7168,50,259,13.40,107066.666666667,uniform,random,Mem100
May  2 09:08:26,ram_l,33,14336,7168,0,408,34.28,78830,uniform,random,Mem100
May  2 09:08:33,ram_l,33,14336,7168,50,298,30.55,106946.666666667,uniform,random,Mem100
May  2 09:08:40,ram_l,3,20480,10240,0,80,0.05,34186.6666666667,uniform,random,Mem100
May  2 09:08:47,ram_l,3,20480,10240,50,119,0.05,23686.6666666667,uniform,random,Mem100
May  2 09:08:55,ram_l,7,20480,10240,0,126,0.12,52233.3333333333,uniform,random,Mem100
May  2 09:09:03,ram_l,7,20480,10240,50,134,0.72,49103.3333333333,uniform,random,Mem100
May  2 09:09:11,ram_l,11,20480,10240,0,198,0.22,52996.6666666667,uniform,random,Mem100
May  2 09:09:19,ram_l,11,20480,10240,50,159,0.74,65206.6666666667,uniform,random,Mem100
May  2 09:09:28,ram_l,15,20480,10240,0,272,0.26,53086.6666666667,uniform,random,Mem100
May  2 09:09:37,ram_l,15,20480,10240,50,208,1.04,68620,uniform,random,Mem100
May  2 09:09:47,ram_l,19,20480,10240,0,359,77.17,53440,uniform,random,Mem100
May  2 09:09:56,ram_l,19,20480,10240,50,260,18.82,70543.3333333333,uniform,random,Mem100
May  2 09:10:07,ram_l,23,20480,10240,0,439,88.59,53320,uniform,random,Mem100
May  2 09:10:17,ram_l,23,20480,10240,50,312,25.46,71523.3333333333,uniform,random,Mem100
May  2 09:10:28,ram_l,27,20480,10240,0,504,75.10,53773.3333333333,uniform,random,Mem100
May  2 09:10:38,ram_l,27,20480,10240,50,363,24.18,72253.3333333333,uniform,random,Mem100
May  2 09:10:50,ram_l,31,20480,10240,0,576,34.05,52983.3333333334,uniform,random,Mem100
May  2 09:11:01,ram_l,31,20480,10240,50,415,12.29,72686.6666666667,uniform,random,Mem100
May  2 09:11:08,ram_l,4,20480,10240,0,87,0.05,42320,uniform,random,Mem100
May  2 09:11:16,ram_l,4,20480,10240,50,134,0.30,28200,uniform,random,Mem100
May  2 09:11:24,ram_l,8,20480,10240,0,142,0.09,53020,uniform,random,Mem100
May  2 09:11:32,ram_l,8,20480,10240,50,142,0.74,53163.3333333333,uniform,random,Mem100
May  2 09:11:40,ram_l,12,20480,10240,0,214,0.21,53713.3333333333,uniform,random,Mem100
May  2 09:11:48,ram_l,12,20480,10240,50,170,0.79,66913.3333333333,uniform,random,Mem100
May  2 09:11:58,ram_l,16,20480,10240,0,285,1.56,54200,uniform,random,Mem100
May  2 09:12:06,ram_l,16,20480,10240,50,218,0.95,70170,uniform,random,Mem100
May  2 09:12:16,ram_l,20,20480,10240,0,374,82.35,54163.3333333333,uniform,random,Mem100
May  2 09:12:26,ram_l,20,20480,10240,50,271,21.85,71333.3333333333,uniform,random,Mem100
May  2 09:12:36,ram_l,24,20480,10240,0,446,73.90,54010,uniform,random,Mem100
May  2 09:12:46,ram_l,24,20480,10240,50,325,25.51,71583.3333333333,uniform,random,Mem100
May  2 09:12:58,ram_l,28,20480,10240,0,526,69.74,53260,uniform,random,Mem100
May  2 09:13:08,ram_l,28,20480,10240,50,377,21.57,72233.3333333333,uniform,random,Mem100
May  2 09:13:20,ram_l,32,20480,10240,0,585,1.06,53586.6666666667,uniform,random,Mem100
May  2 09:13:31,ram_l,32,20480,10240,50,428,1.32,72513.3333333333,uniform,random,Mem100
May  2 09:13:39,ram_l,1,20480,10240,0,65,0.00,13766.6666666667,uniform,random,Mem100
May  2 09:13:48,ram_l,1,20480,10240,50,111,0.00,8483.33333333333,uniform,random,Mem100
May  2 09:13:55,ram_l,5,20480,10240,0,91,0.07,50473.3333333333,uniform,random,Mem100
May  2 09:14:03,ram_l,5,20480,10240,50,127,0.34,37136.6666666667,uniform,random,Mem100
May  2 09:14:11,ram_l,9,20480,10240,0,160,0.09,53210,uniform,random,Mem100
May  2 09:14:19,ram_l,9,20480,10240,50,145,0.80,58150,uniform,random,Mem100
May  2 09:14:27,ram_l,13,20480,10240,0,233,0.19,53540,uniform,random,Mem100
May  2 09:14:36,ram_l,13,20480,10240,50,181,0.91,68023.3333333333,uniform,random,Mem100
May  2 09:14:45,ram_l,17,20480,10240,0,313,50.62,53563.3333333333,uniform,random,Mem100
May  2 09:14:55,ram_l,17,20480,10240,50,231,11.52,70483.3333333333,uniform,random,Mem100
May  2 09:15:05,ram_l,21,20480,10240,0,397,86.09,53753.3333333333,uniform,random,Mem100
May  2 09:15:14,ram_l,21,20480,10240,50,283,23.10,71643.3333333333,uniform,random,Mem100
May  2 09:15:25,ram_l,25,20480,10240,0,469,83.10,53916.6666666667,uniform,random,Mem100
May  2 09:15:35,ram_l,25,20480,10240,50,335,25.00,72470,uniform,random,Mem100
May  2 09:15:47,ram_l,29,20480,10240,0,535,60.84,53890,uniform,random,Mem100
May  2 09:15:58,ram_l,29,20480,10240,50,388,19.34,72573.3333333333,uniform,random,Mem100
May  2 09:16:10,ram_l,33,20480,10240,0,607,81.18,53920,uniform,random,Mem100
May  2 09:16:21,ram_l,33,20480,10240,50,439,43.70,73633.3333333333,uniform,random,Mem100
May  2 09:16:29,ram_l,3,26624,13312,0,90,0.08,30786.6666666667,uniform,random,Mem100
May  2 09:16:38,ram_l,3,26624,13312,50,129,0.85,21870,uniform,random,Mem100
May  2 09:16:48,ram_l,7,26624,13312,0,154,0.12,43140,uniform,random,Mem100
